
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   5.8257e-01      1  EP      3.1132e-01   3.1416e-01
    1  00:00:00   5.8255e-01      2  FP      3.1130e-01   3.1416e-01
    1  00:00:00   5.8267e-01      3  SN      3.1137e-01   3.1416e-01
   16  00:00:00   6.5324e-01      4  UZ      3.5000e-01   3.1416e-01
   49  00:00:00   9.3364e-01      5  EP      5.0000e-01   3.1416e-01

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   5.8257e-01      6  EP      3.1132e-01   3.1416e-01
    1  00:00:00   5.8257e-01      7  BP      3.1132e-01   3.1416e-01
    1  00:00:00   5.8257e-01      8  SN      3.1132e-01   3.1416e-01
   16  00:00:00   6.5324e-01      9  UZ      3.5000e-01   3.1416e-01
   49  00:00:01   9.3364e-01     10  EP      5.0000e-01   3.1416e-01
