
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   7.7334e-02      1  EP      4.9968e-02   3.1416e-02
    1  00:00:00   7.7334e-02      2  BP      4.9968e-02   3.1416e-02
    1  00:00:00   7.7311e-02      3  FP      4.9947e-02   3.1416e-02
   14  00:00:00   7.9836e-02      4  SN      5.1036e-02   3.1416e-02
   14  00:00:00   7.9836e-02      5  BP      5.1036e-02   3.1416e-02
   26  00:00:00   8.4925e-02      6  SN      5.3558e-02   3.1416e-02
   26  00:00:00   8.4932e-02      7  BP      5.3553e-02   3.1416e-02
  725  00:00:07   7.6927e-01      8  UZ      4.7124e-01   3.1416e-02
 1187  00:00:11   1.2311e+00      9  EP      7.5398e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:11   7.7334e-02     10  EP      4.9968e-02   3.1416e-02
    1  00:00:11   7.7334e-02     11  BP      4.9968e-02   3.1416e-02
    1  00:00:11   7.7348e-02     12  FP      4.9978e-02   3.1416e-02
    2  00:00:11   7.7347e-02     13  BP      4.9976e-02   3.1416e-02
    2  00:00:11   7.7346e-02     14  FP      4.9973e-02   3.1416e-02
   16  00:00:12   7.9845e-02     15  SN      5.1044e-02   3.1416e-02
   16  00:00:12   7.9838e-02     16  BP      5.1037e-02   3.1416e-02
   27  00:00:12   8.4938e-02     17  SN      5.3556e-02   3.1416e-02
   27  00:00:12   8.4938e-02     18  BP      5.3556e-02   3.1416e-02
  727  00:00:20   7.6927e-01     19  UZ      4.7124e-01   3.1416e-02
 1189  00:00:24   1.2311e+00     20  EP      7.5398e-01   3.1416e-02
