
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.6661e-01      1  EP      2.4396e-01   3.1416e-01
    1  00:00:00   4.6661e-01      2  SN      2.4396e-01   3.1416e-01
    1  00:00:00   4.6655e-01      3  FP      2.4389e-01   3.1416e-01
   25  00:00:00   5.8257e-01      4  SN      3.1132e-01   3.1416e-01
   25  00:00:00   5.8257e-01      5  BP      3.1132e-01   3.1416e-01
   34  00:00:00   6.5414e-01      6  UZ      3.5000e-01   3.1416e-01
   66  00:00:00   9.4028e-01      7  EP      5.0000e-01   3.1416e-01

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.6661e-01      8  EP      2.4396e-01   3.1416e-01
    1  00:00:00   4.6661e-01      9  BP      2.4396e-01   3.1416e-01
    1  00:00:00   4.6736e-01     10  FP      2.4457e-01   3.1416e-01
    2  00:00:00   4.6736e-01     11  SN      2.4457e-01   3.1416e-01
    2  00:00:00   4.6741e-01     12  FP      2.4445e-01   3.1416e-01
   25  00:00:01   5.8257e-01     13  SN      3.1132e-01   3.1416e-01
   25  00:00:01   5.8257e-01     14  BP      3.1132e-01   3.1416e-01
   34  00:00:01   6.5414e-01     15  UZ      3.5000e-01   3.1416e-01
   66  00:00:01   9.4028e-01     16  EP      5.0000e-01   3.1416e-01
