
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   6.0436e-02      1  EP      3.3579e-02   3.1416e-02
    1  00:00:00   6.0436e-02      2  SN      3.3579e-02   3.1416e-02
    1  00:00:00   6.0359e-02      3  FP      3.3546e-02   3.1416e-02
    2  00:00:00   6.0387e-02      4  SN      3.3579e-02   3.1416e-02
    2  00:00:00   6.0387e-02      5  FP      3.3582e-02   3.1416e-02
    3  00:00:00   6.0375e-02      6  SN      3.3581e-02   3.1416e-02
    3  00:00:00   6.0361e-02      7  FP      3.3581e-02   3.1416e-02
 1164  00:00:04   5.8770e-01      8  UZ      3.1416e-01   3.1416e-02
 1459  00:00:06   7.3499e-01      9  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:06   6.0436e-02     10  EP      3.3579e-02   3.1416e-02
    1  00:00:06   6.0436e-02     11  BP      3.3579e-02   3.1416e-02
    1  00:00:06   6.0513e-02     12  FP      3.3611e-02   3.1416e-02
    2  00:00:06   6.0578e-02     13  SN      3.3649e-02   3.1416e-02
    2  00:00:06   6.0489e-02     14  FP      3.3576e-02   3.1416e-02
 1216  00:00:12   6.1627e-01     15  UZ      3.1416e-01   3.1416e-02
 1522  00:00:14   7.6940e-01     16  EP      3.9270e-01   3.1416e-02
