
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   7.2360e-02      1  EP      4.2460e-02   3.1416e-02
  124  00:00:00   4.4118e-02      2  SN      2.1737e-02   3.1416e-02
  124  00:00:00   4.4247e-02      3  FP      2.1836e-02   3.1416e-02
 2085  00:00:10   1.0029e+00      4  UZ      5.4271e-01   3.1416e-02
 2401  00:00:12   1.1609e+00      5  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:12   7.2360e-02      6  EP      4.2460e-02   3.1416e-02
    1  00:00:12   7.2360e-02      7  BP      4.2460e-02   3.1416e-02
    1  00:00:12   7.2474e-02      8  FP      4.2485e-02   3.1416e-02
  117  00:00:13   4.3934e-02      9  SN      2.1543e-02   3.1416e-02
  117  00:00:13   4.4279e-02     10  FP      2.1852e-02   3.1416e-02
 2077  00:00:23   1.0029e+00     11  UZ      5.4271e-01   3.1416e-02
 2393  00:00:26   1.1609e+00     12  EP      6.2832e-01   3.1416e-02
