
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   7.7477e-02      1  EP      5.0078e-02   3.1416e-02
    1  00:00:00   7.7477e-02      2  SN      5.0078e-02   3.1416e-02
    1  00:00:00   7.7398e-02      3  FP      5.0017e-02   3.1416e-02
   56  00:00:00   1.2003e-01      4  UZ      7.8540e-02   3.1416e-02
  178  00:00:00   2.3884e-01      5  UZ      1.5708e-01   3.1416e-02
  298  00:00:01   3.5795e-01      6  UZ      2.3562e-01   3.1416e-02
  417  00:00:01   4.7711e-01      7  UZ      3.1416e-01   3.1416e-02
  895  00:00:03   9.5394e-01      8  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:03   7.7477e-02      9  EP      5.0078e-02   3.1416e-02
    1  00:00:03   7.7477e-02     10  BP      5.0078e-02   3.1416e-02
    1  00:00:03   7.7633e-02     11  FP      5.0194e-02   3.1416e-02
    2  00:00:03   7.7633e-02     12  SN      5.0194e-02   3.1416e-02
    2  00:00:04   7.7628e-02     13  FP      5.0187e-02   3.1416e-02
   56  00:00:04   1.2003e-01     14  UZ      7.8540e-02   3.1416e-02
  178  00:00:04   2.3884e-01     15  UZ      1.5708e-01   3.1416e-02
  297  00:00:05   3.5795e-01     16  UZ      2.3562e-01   3.1416e-02
  417  00:00:06   4.7711e-01     17  UZ      3.1416e-01   3.1416e-02
  894  00:00:08   9.5394e-01     18  EP      6.2832e-01   3.1416e-02
