
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.4604e-02      1  EP      2.2390e-02   3.1416e-02
    1  00:00:00   4.4604e-02      2  SN      2.2390e-02   3.1416e-02
    1  00:00:00   4.4604e-02      3  FP      2.2389e-02   3.1416e-02
 1769  00:00:06   1.9834e-01      4  UZ      1.0000e-01   3.1416e-02
 2767  00:00:12   2.9724e-01      5  EP      1.5000e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:12   4.4604e-02      6  EP      2.2390e-02   3.1416e-02
    1  00:00:12   4.4604e-02      7  BP      2.2390e-02   3.1416e-02
    1  00:00:12   4.4605e-02      8  FP      2.2390e-02   3.1416e-02
    2  00:00:12   4.4605e-02      9  SN      2.2390e-02   3.1416e-02
    2  00:00:12   4.4605e-02     10  FP      2.2390e-02   3.1416e-02
 1769  00:00:21   1.9834e-01     11  UZ      1.0000e-01   3.1416e-02
 2767  00:00:26   2.9724e-01     12  EP      1.5000e-01   3.1416e-02
