
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   6.9845e-02      1  EP      4.4110e-02   3.1416e-02
    1  00:00:00   6.9845e-02      2  SN      4.4110e-02   3.1416e-02
    1  00:00:00   6.9823e-02      3  FP      4.4092e-02   3.1416e-02
 1656  00:00:07   8.7682e-01      4  UZ      5.4271e-01   3.1416e-02
 1933  00:00:09   1.0152e+00      5  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:09   6.9845e-02      6  EP      4.4110e-02   3.1416e-02
    1  00:00:09   6.9845e-02      7  BP      4.4110e-02   3.1416e-02
    1  00:00:09   6.9866e-02      8  FP      4.4125e-02   3.1416e-02
    2  00:00:09   6.9866e-02      9  SN      4.4125e-02   3.1416e-02
    2  00:00:09   6.9865e-02     10  FP      4.4122e-02   3.1416e-02
 1656  00:00:17   8.7682e-01     11  UZ      5.4271e-01   3.1416e-02
 1932  00:00:19   1.0152e+00     12  EP      6.2832e-01   3.1416e-02
