
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   6.8492e-01      1  EP      4.8381e-01   3.1416e-02
    1  00:00:00   6.8492e-01      2  UZ      4.8381e-01   3.1416e-02
  604  00:00:02   8.7048e-02      3  SN      5.7404e-02   3.1416e-02
  604  00:00:02   8.7045e-02      4  BP      5.7402e-02   3.1416e-02
  617  00:00:02   7.7871e-02      5  SN      5.0377e-02   3.1416e-02
  617  00:00:02   7.7863e-02      6  FP      5.0370e-02   3.1416e-02
 1395  00:00:06   8.2923e-01      7  UZ      4.8381e-01   3.1416e-02
 2183  00:00:10   1.6171e+00      8  EP      9.4248e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:10   6.8492e-01      9  EP      4.8381e-01   3.1416e-02
  649  00:00:15   1.3332e+00     10  EP      9.4248e-01   3.1416e-02
