
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   6.0157e-02      1  EP      3.6276e-02   3.1416e-02
    1  00:00:00   6.0157e-02      2  SN      3.6276e-02   3.1416e-02
    1  00:00:00   6.0129e-02      3  FP      3.6248e-02   3.1416e-02
   34  00:00:00   7.5826e-02      4  HB      4.3369e-02   3.1416e-02
   51  00:00:01   8.9920e-02      5  SN      5.0033e-02   3.1416e-02
   51  00:00:01   8.9920e-02      6  BP      5.0033e-02   3.1416e-02
   78  00:00:01   1.1394e-01      7  HB      6.1715e-02   3.1416e-02
   95  00:00:01   1.3056e-01      8  HB      6.9945e-02   3.1416e-02
  880  00:00:07   9.1183e-01      9  UZ      4.7124e-01   3.1416e-02
 1185  00:00:10   1.2162e+00     10  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:11   6.0157e-02     11  EP      3.6276e-02   3.1416e-02
    1  00:00:11   6.0157e-02     12  BP      3.6276e-02   3.1416e-02
    1  00:00:12   6.0194e-02     13  FP      3.6300e-02   3.1416e-02
    2  00:00:12   6.0194e-02     14  SN      3.6300e-02   3.1416e-02
    2  00:00:12   6.0202e-02     15  FP      3.6294e-02   3.1416e-02
   34  00:00:12   7.5827e-02     16  HB      4.3370e-02   3.1416e-02
   51  00:00:13   8.9922e-02     17  SN      5.0034e-02   3.1416e-02
   51  00:00:13   8.9922e-02     18  BP      5.0033e-02   3.1416e-02
   77  00:00:13   1.1394e-01     19  HB      6.1715e-02   3.1416e-02
   95  00:00:15   1.3056e-01     20  HB      6.9946e-02   3.1416e-02
  880  00:00:21   9.1183e-01     21  UZ      4.7124e-01   3.1416e-02
 1184  00:00:24   1.2162e+00     22  EP      6.2832e-01   3.1416e-02
