
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   1.3205e-01      1  EP      9.0690e-02   3.1416e-02
    1  00:00:00   1.3205e-01      2  SN      9.0690e-02   3.1416e-02
    1  00:00:00   1.3180e-01      3  FP      9.0511e-02   3.1416e-02
  328  00:00:01   4.4944e-01      4  UZ      3.1416e-01   3.1416e-02
  777  00:00:03   8.9778e-01      5  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:03   1.3205e-01      6  EP      9.0690e-02   3.1416e-02
    1  00:00:03   1.3205e-01      7  BP      9.0690e-02   3.1416e-02
    1  00:00:03   1.3229e-01      8  FP      9.0869e-02   3.1416e-02
    2  00:00:04   1.3224e-01      9  SN      9.0830e-02   3.1416e-02
    2  00:00:04   1.3214e-01     10  FP      9.0755e-02   3.1416e-02
  328  00:00:06   4.4944e-01     11  UZ      3.1416e-01   3.1416e-02
  777  00:00:08   8.9778e-01     12  EP      6.2832e-01   3.1416e-02
