
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.3796e-02      1  EP      2.1577e-02   3.1416e-02
    1  00:00:00   4.3796e-02      2  SN      2.1577e-02   3.1416e-02
    1  00:00:00   4.3739e-02      3  FP      2.1511e-02   3.1416e-02
  830  00:00:10   8.4973e-01      4  UZ      4.7124e-01   3.1416e-02
 1340  00:00:16   1.3594e+00      5  EP      7.5398e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:17   4.3796e-02      6  EP      2.1577e-02   3.1416e-02
    1  00:00:17   4.3796e-02      7  BP      2.1577e-02   3.1416e-02
    1  00:00:17   4.3863e-02      8  FP      2.1634e-02   3.1416e-02
    2  00:00:17   4.3863e-02      9  SN      2.1634e-02   3.1416e-02
    2  00:00:17   4.3872e-02     10  FP      2.1621e-02   3.1416e-02
  830  00:00:27   8.4973e-01     11  UZ      4.7124e-01   3.1416e-02
 1340  00:00:34   1.3594e+00     12  EP      7.5398e-01   3.1416e-02
