
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   2.6049e-01      1  EP      1.5708e-01   3.1416e-02
  133  00:00:00   1.3027e-01      2  UZ      7.8540e-02   3.1416e-02
  239  00:00:01   4.5233e-02      3  HB      2.3011e-02   3.1416e-02
  286  00:00:01   3.4453e-02      4  EP     -1.0000e-02   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:01   2.6049e-01      5  EP      1.5708e-01   3.1416e-02
    1  00:00:01   2.6049e-01      6  UZ      1.5708e-01   3.1416e-02
  131  00:00:02   3.9073e-01      7  UZ      2.3562e-01   3.1416e-02
  262  00:00:02   5.2098e-01      8  UZ      3.1416e-01   3.1416e-02
  392  00:00:03   6.5122e-01      9  EP      3.9270e-01   3.1416e-02
