
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   6.0157e-02      1  EP      3.6276e-02   3.1416e-02
    1  00:00:00   6.0157e-02      2  SN      3.6276e-02   3.1416e-02
    1  00:00:00   6.0123e-02      3  FP      3.6244e-02   3.1416e-02
   33  00:00:00   7.5467e-02      4  HB      4.3658e-02   3.1416e-02
   71  00:00:00   1.0931e-01      5  SN      6.0760e-02   3.1416e-02
   71  00:00:00   1.0931e-01      6  BP      6.0760e-02   3.1416e-02
  121  00:00:01   1.5655e-01      7  SN      8.5322e-02   3.1416e-02
  121  00:00:01   1.5655e-01      8  BP      8.5322e-02   3.1416e-02
  848  00:00:04   8.8105e-01      9  UZ      4.7124e-01   3.1416e-02
 1377  00:00:08   1.4102e+00     10  EP      7.5398e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:08   6.0157e-02     11  EP      3.6276e-02   3.1416e-02
    1  00:00:08   6.0157e-02     12  BP      3.6276e-02   3.1416e-02
    1  00:00:08   6.0198e-02     13  FP      3.6304e-02   3.1416e-02
    2  00:00:08   6.0198e-02     14  SN      3.6304e-02   3.1416e-02
    2  00:00:08   6.0206e-02     15  FP      3.6297e-02   3.1416e-02
   33  00:00:08   7.5470e-02     16  HB      4.3659e-02   3.1416e-02
   71  00:00:09   1.0931e-01     17  SN      6.0761e-02   3.1416e-02
   71  00:00:09   1.0931e-01     18  BP      6.0761e-02   3.1416e-02
  120  00:00:10   1.5654e-01     19  SN      8.5322e-02   3.1416e-02
  120  00:00:10   1.5654e-01     20  BP      8.5322e-02   3.1416e-02
  848  00:00:14   8.8105e-01     21  UZ      4.7124e-01   3.1416e-02
 1377  00:00:18   1.4102e+00     22  EP      7.5398e-01   3.1416e-02
