
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   6.6202e-02      1  EP      3.9353e-02   3.1416e-02
    1  00:00:00   6.6202e-02      2  BP      3.9353e-02   3.1416e-02
    2  00:00:00   6.6516e-02      3  SN      3.9549e-02   3.1416e-02
    2  00:00:00   6.6110e-02      4  FP      3.9295e-02   3.1416e-02
   10  00:00:00   6.8330e-02      5  SN      4.0743e-02   3.1416e-02
   10  00:00:00   6.8296e-02      6  BP      4.0721e-02   3.1416e-02
   78  00:00:00   1.2754e-01      7  UZ      7.8540e-02   3.1416e-02
  207  00:00:01   2.5395e-01      8  UZ      1.5708e-01   3.1416e-02
  335  00:00:01   3.8078e-01      9  UZ      2.3562e-01   3.1416e-02
  462  00:00:02   5.0767e-01     10  UZ      3.1416e-01   3.1416e-02
  589  00:00:03   6.3457e-01     11  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:03   6.6202e-02     12  EP      3.9353e-02   3.1416e-02
    1  00:00:03   6.6202e-02     13  SN      3.9353e-02   3.1416e-02
   10  00:00:03   6.8658e-02     14  SN      4.0957e-02   3.1416e-02
   10  00:00:03   6.8447e-02     15  BP      4.0815e-02   3.1416e-02
   80  00:00:04   1.2898e-01     16  UZ      7.8540e-02   3.1416e-02
  213  00:00:05   2.5866e-01     17  UZ      1.5708e-01   3.1416e-02
  344  00:00:06   3.8837e-01     18  UZ      2.3562e-01   3.1416e-02
  474  00:00:07   5.1804e-01     19  UZ      3.1416e-01   3.1416e-02
  603  00:00:08   6.4768e-01     20  EP      3.9270e-01   3.1416e-02
