
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   1.1543e-01      1  EP      7.8540e-02   3.1416e-02
    1  00:00:00   1.1543e-01      2  UZ      7.8540e-02   3.1416e-02
   46  00:00:00   7.3216e-02      3  SN      4.6763e-02   3.1416e-02
   46  00:00:00   7.3178e-02      4  FP      4.6733e-02   3.1416e-02
  114  00:00:01   1.2408e-01      5  UZ      7.8540e-02   3.1416e-02
  243  00:00:01   2.5032e-01      6  UZ      1.5708e-01   3.1416e-02
  370  00:00:02   3.7614e-01      7  UZ      2.3562e-01   3.1416e-02
  496  00:00:03   5.0182e-01      8  UZ      3.1416e-01   3.1416e-02
  622  00:00:03   6.2746e-01      9  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:03   1.1543e-01     10  EP      7.8540e-02   3.1416e-02
  112  00:00:05   2.2435e-01     11  UZ      1.5708e-01   3.1416e-02
  223  00:00:06   3.3469e-01     12  UZ      2.3562e-01   3.1416e-02
  334  00:00:07   4.4540e-01     13  UZ      3.1416e-01   3.1416e-02
  445  00:00:08   5.5625e-01     14  EP      3.9270e-01   3.1416e-02
