
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.9108e-02      1  EP      2.6689e-02   3.1416e-02
    1  00:00:00   4.9108e-02      2  SN      2.6689e-02   3.1416e-02
    1  00:00:00   4.9068e-02      3  FP      2.6646e-02   3.1416e-02
   27  00:00:00   6.0764e-02      4  SN      3.2755e-02   3.1416e-02
   27  00:00:00   6.0764e-02      5  BP      3.2755e-02   3.1416e-02
  566  00:00:02   5.9000e-01      6  UZ      3.1416e-01   3.1416e-02
 1156  00:00:05   1.1801e+00      7  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:05   4.9108e-02      8  EP      2.6689e-02   3.1416e-02
    1  00:00:05   4.9108e-02      9  BP      2.6689e-02   3.1416e-02
    1  00:00:05   4.9158e-02     10  FP      2.6726e-02   3.1416e-02
    2  00:00:05   4.9158e-02     11  SN      2.6726e-02   3.1416e-02
    2  00:00:06   4.9167e-02     12  FP      2.6718e-02   3.1416e-02
   26  00:00:06   6.0764e-02     13  SN      3.2755e-02   3.1416e-02
   26  00:00:06   6.0764e-02     14  BP      3.2755e-02   3.1416e-02
  565  00:00:09   5.9000e-01     15  UZ      3.1416e-01   3.1416e-02
 1156  00:00:12   1.1801e+00     16  EP      6.2832e-01   3.1416e-02
