
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   5.8626e-01      1  EP      3.5000e-01   3.1416e-01
    1  00:00:00   5.8626e-01      2  UZ      3.5000e-01   3.1416e-01
   12  00:00:00   4.9434e-01      3  SN      2.6989e-01   3.1416e-01
   12  00:00:00   4.9434e-01      4  BP      2.6989e-01   3.1416e-01
   15  00:00:00   4.6661e-01      5  SN      2.4396e-01   3.1416e-01
   15  00:00:00   4.6661e-01      6  BP      2.4396e-01   3.1416e-01
   20  00:00:00   4.3748e-01      7  BP      2.1528e-01   3.1416e-01
   20  00:00:00   4.3748e-01      8  SN      2.1528e-01   3.1416e-01
   50  00:00:00   3.1416e-01      9  EP      1.3010e-18   3.1416e-01

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   5.8626e-01     10  EP      3.5000e-01   3.1416e-01
    2  00:00:00   6.0157e-01     11  SN      3.6276e-01   3.1416e-01
    2  00:00:00   6.0157e-01     12  BP      3.6276e-01   3.1416e-01
    6  00:00:00   6.3412e-01     13  HB      3.8950e-01   3.1416e-01
   17  00:00:00   7.2829e-01     14  SN      4.6461e-01   3.1416e-01
   17  00:00:01   7.2829e-01     15  BP      4.6461e-01   3.1416e-01
   19  00:00:01   7.5241e-01     16  SN      4.8344e-01   3.1416e-01
   19  00:00:01   7.5241e-01     17  BP      4.8344e-01   3.1416e-01
   22  00:00:01   7.7375e-01     18  EP      5.0000e-01   3.1416e-01
