
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   7.1244e-02      1  EP      4.5214e-02   3.1416e-02
    1  00:00:00   7.1244e-02      2  SN      4.5214e-02   3.1416e-02
    1  00:00:00   7.1198e-02      3  FP      4.5178e-02   3.1416e-02
   68  00:00:00   1.2219e-01      4  UZ      7.8540e-02   3.1416e-02
  192  00:00:00   2.4269e-01      5  UZ      1.5708e-01   3.1416e-02
  313  00:00:01   3.6364e-01      6  UZ      2.3562e-01   3.1416e-02
  435  00:00:01   4.8467e-01      7  UZ      3.1416e-01   3.1416e-02
  556  00:00:02   6.0573e-01      8  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:02   7.1244e-02      9  EP      4.5214e-02   3.1416e-02
    1  00:00:02   7.1244e-02     10  BP      4.5214e-02   3.1416e-02
    1  00:00:02   7.1336e-02     11  FP      4.5282e-02   3.1416e-02
    2  00:00:02   7.1336e-02     12  SN      4.5282e-02   3.1416e-02
    2  00:00:02   7.1332e-02     13  FP      4.5271e-02   3.1416e-02
   67  00:00:03   1.2219e-01     14  UZ      7.8540e-02   3.1416e-02
  191  00:00:03   2.4269e-01     15  UZ      1.5708e-01   3.1416e-02
  312  00:00:04   3.6364e-01     16  UZ      2.3562e-01   3.1416e-02
  434  00:00:04   4.8467e-01     17  UZ      3.1416e-01   3.1416e-02
  555  00:00:05   6.0573e-01     18  EP      3.9270e-01   3.1416e-02
