
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   9.8136e-02      1  EP      6.5741e-02   3.1416e-02
    6  00:00:00   8.6988e-02      2  SN      5.7358e-02   3.1416e-02
    6  00:00:00   8.6988e-02      3  BP      5.7358e-02   3.1416e-02
    7  00:00:00   8.3121e-02      4  SN      5.4415e-02   3.1416e-02
    7  00:00:00   8.3121e-02      5  BP      5.4415e-02   3.1416e-02
   10  00:00:00   7.2927e-02      6  BP      4.6518e-02   3.1416e-02
   10  00:00:00   7.2925e-02      7  FP      4.6516e-02   3.1416e-02
   20  00:00:00   8.3225e-02      8  BP      5.2731e-02   3.1416e-02
   20  00:00:00   8.3311e-02      9  SN      5.2820e-02   3.1416e-02
   38  00:00:00   1.4717e-01     10  UZ      1.0000e-01   3.1416e-02
   53  00:00:00   2.8860e-01     11  EP      2.0000e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   9.8136e-02     12  EP      6.5741e-02   3.1416e-02
    1  00:00:00   9.8543e-02     13  BP      6.6043e-02   3.1416e-02
    1  00:00:00   9.9459e-02     14  SN      6.6689e-02   3.1416e-02
   10  00:00:01   1.5187e-01     15  UZ      1.0000e-01   3.1416e-02
   27  00:00:01   3.1323e-01     16  EP      2.0000e-01   3.1416e-02
