
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   1.1535e-01      1  EP      7.8481e-02   3.1416e-02
    1  00:00:00   1.1535e-01      2  BP      7.8481e-02   3.1416e-02
    1  00:00:00   1.1477e-01      3  FP      7.8056e-02   3.1416e-02
   10  00:00:00   1.2166e-01      4  SN      8.2423e-02   3.1416e-02
   10  00:00:00   1.2166e-01      5  BP      8.2423e-02   3.1416e-02
   16  00:00:00   1.4952e-01      6  UZ      1.0000e-01   3.1416e-02
   62  00:00:00   6.1306e-01      7  EP      4.0000e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   1.1535e-01      8  EP      7.8481e-02   3.1416e-02
    3  00:00:00   1.2169e-01      9  SN      8.2443e-02   3.1416e-02
    3  00:00:00   1.2169e-01     10  BP      8.2443e-02   3.1416e-02
    8  00:00:00   1.4952e-01     11  UZ      1.0000e-01   3.1416e-02
   55  00:00:01   6.1306e-01     12  EP      4.0000e-01   3.1416e-02
