
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.4947e-01      1  EP      2.2729e-01   3.1416e-01
    1  00:00:00   4.4947e-01      2  SN      2.2729e-01   3.1416e-01
    1  00:00:00   4.4929e-01      3  FP      2.2704e-01   3.1416e-01
    5  00:00:02   4.5354e-01      4  SN      2.2891e-01   3.1416e-01
    5  00:00:02   4.5354e-01      5  BP      2.2891e-01   3.1416e-01
   19  00:00:04   5.0504e-01      6  UZ      2.5000e-01   3.1416e-01
   79  00:00:12   1.0129e+00      7  EP      5.0000e-01   3.1416e-01

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:13   4.4947e-01      8  EP      2.2729e-01   3.1416e-01
    1  00:00:13   4.4947e-01      9  BP      2.2729e-01   3.1416e-01
    1  00:00:13   4.4979e-01     10  SN      2.2750e-01   3.1416e-01
    5  00:00:15   4.5354e-01     11  SN      2.2891e-01   3.1416e-01
    5  00:00:15   4.5354e-01     12  BP      2.2891e-01   3.1416e-01
   19  00:00:16   5.0504e-01     13  UZ      2.5000e-01   3.1416e-01
   79  00:00:24   1.0129e+00     14  EP      5.0000e-01   3.1416e-01
