
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   6.9468e-02      1  EP      4.3811e-02   3.1416e-02
    1  00:00:00   6.9468e-02      2  SN      4.3811e-02   3.1416e-02
    1  00:00:00   6.9411e-02      3  FP      4.3765e-02   3.1416e-02
   69  00:00:00   1.2080e-01      4  UZ      7.8540e-02   3.1416e-02
  191  00:00:01   2.4018e-01      5  UZ      1.5708e-01   3.1416e-02
  312  00:00:01   3.6001e-01      6  UZ      2.3562e-01   3.1416e-02
  432  00:00:02   4.7993e-01      7  UZ      3.1416e-01   3.1416e-02
  552  00:00:02   5.9988e-01      8  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:03   6.9468e-02      9  EP      4.3811e-02   3.1416e-02
    1  00:00:03   6.9468e-02     10  BP      4.3811e-02   3.1416e-02
    1  00:00:03   6.9582e-02     11  FP      4.3896e-02   3.1416e-02
    2  00:00:03   6.9582e-02     12  SN      4.3896e-02   3.1416e-02
    2  00:00:03   6.9579e-02     13  FP      4.3887e-02   3.1416e-02
   68  00:00:03   1.2080e-01     14  UZ      7.8540e-02   3.1416e-02
  191  00:00:04   2.4018e-01     15  UZ      1.5708e-01   3.1416e-02
  311  00:00:05   3.6001e-01     16  UZ      2.3562e-01   3.1416e-02
  432  00:00:06   4.7993e-01     17  UZ      3.1416e-01   3.1416e-02
  552  00:00:06   5.9988e-01     18  EP      3.9270e-01   3.1416e-02
