
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.0473e-02      1  EP      1.8043e-02   3.1416e-02
    1  00:00:00   4.0473e-02      2  SN      1.8043e-02   3.1416e-02
    1  00:00:00   4.0459e-02      3  FP      1.8018e-02   3.1416e-02
  131  00:00:01   1.4020e-01      4  UZ      7.8540e-02   3.1416e-02
  311  00:00:04   2.9800e-01      5  UZ      1.5708e-01   3.1416e-02
  482  00:00:08   4.6474e-01      6  UZ      2.3562e-01   3.1416e-02
  648  00:00:09   6.2873e-01      7  UZ      3.1416e-01   3.1416e-02
  811  00:00:10   7.9125e-01      8  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:10   4.0473e-02      9  EP      1.8043e-02   3.1416e-02
    1  00:00:10   4.0473e-02     10  BP      1.8043e-02   3.1416e-02
    1  00:00:10   4.0504e-02     11  FP      1.8064e-02   3.1416e-02
    2  00:00:11   4.0504e-02     12  SN      1.8064e-02   3.1416e-02
    2  00:00:11   4.0522e-02     13  FP      1.8060e-02   3.1416e-02
  131  00:00:12   1.4020e-01     14  UZ      7.8540e-02   3.1416e-02
  310  00:00:14   2.9800e-01     15  UZ      1.5708e-01   3.1416e-02
  482  00:00:15   4.6474e-01     16  UZ      2.3562e-01   3.1416e-02
  648  00:00:17   6.2873e-01     17  UZ      3.1416e-01   3.1416e-02
  811  00:00:18   7.9125e-01     18  EP      3.9270e-01   3.1416e-02
