
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   3.3705e-02      1  EP      1.6777e-02   2.3939e-02
    1  00:00:00   3.3705e-02      2  SN      1.6777e-02   2.3939e-02
    1  00:00:00   3.3667e-02      3  FP      1.6737e-02   2.3939e-02
   11  00:00:00   3.6349e-02      4  SN      1.8391e-02   2.3939e-02
   11  00:00:00   3.6349e-02      5  BP      1.8391e-02   2.3939e-02
  552  00:00:02   5.6653e-01      6  UZ      3.1416e-01   2.3939e-02
 1119  00:00:05   1.1328e+00      7  EP      6.2832e-01   2.3939e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:05   3.3705e-02      8  EP      1.6777e-02   2.3939e-02
    1  00:00:05   3.3705e-02      9  BP      1.6777e-02   2.3939e-02
    1  00:00:05   3.3793e-02     10  FP      1.6851e-02   2.3939e-02
    2  00:00:05   3.3794e-02     11  SN      1.6851e-02   2.3939e-02
    2  00:00:05   3.3803e-02     12  FP      1.6841e-02   2.3939e-02
   10  00:00:06   3.6383e-02     13  SN      1.8431e-02   2.3939e-02
   10  00:00:06   3.6351e-02     14  BP      1.8393e-02   2.3939e-02
  551  00:00:09   5.6653e-01     15  UZ      3.1416e-01   2.3939e-02
 1118  00:00:12   1.1328e+00     16  EP      6.2832e-01   2.3939e-02
