
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   1.2254e-01      1  EP      8.3751e-02   3.1416e-02
    1  00:00:00   1.2254e-01      2  SN      8.3751e-02   3.1416e-02
    1  00:00:00   1.2245e-01      3  FP      8.3684e-02   3.1416e-02
  352  00:00:01   4.5960e-01      4  UZ      3.1416e-01   3.1416e-02
  812  00:00:04   9.1920e-01      5  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:04   1.2254e-01      6  EP      8.3751e-02   3.1416e-02
    1  00:00:04   1.2254e-01      7  BP      8.3751e-02   3.1416e-02
    1  00:00:04   1.2271e-01      8  FP      8.3877e-02   3.1416e-02
    2  00:00:04   1.2271e-01      9  SN      8.3877e-02   3.1416e-02
    2  00:00:04   1.2271e-01     10  FP      8.3869e-02   3.1416e-02
  352  00:00:06   4.5960e-01     11  UZ      3.1416e-01   3.1416e-02
  812  00:00:08   9.1920e-01     12  EP      6.2832e-01   3.1416e-02
