
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   7.0914e-02      1  EP      4.4955e-02   3.1416e-02
    1  00:00:00   7.0914e-02      2  BP      4.4955e-02   3.1416e-02
    1  00:00:00   7.0880e-02      3  FP      4.4924e-02   3.1416e-02
   17  00:00:00   7.5071e-02      4  SN      4.6960e-02   3.1416e-02
   17  00:00:00   7.5071e-02      5  BP      4.6960e-02   3.1416e-02
  759  00:00:10   8.0061e-01      6  UZ      4.7124e-01   3.1416e-02
 1026  00:00:14   1.0677e+00      7  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:15   7.0914e-02      8  EP      4.4955e-02   3.1416e-02
    1  00:00:15   7.0914e-02      9  BP      4.4955e-02   3.1416e-02
    1  00:00:15   7.0954e-02     10  FP      4.4981e-02   3.1416e-02
    2  00:00:16   7.0956e-02     11  BP      4.4978e-02   3.1416e-02
    2  00:00:16   7.0960e-02     12  FP      4.4975e-02   3.1416e-02
   16  00:00:17   7.5070e-02     13  SN      4.6959e-02   3.1416e-02
   16  00:00:17   7.5070e-02     14  BP      4.6959e-02   3.1416e-02
  759  00:00:30   8.0061e-01     15  UZ      4.7124e-01   3.1416e-02
 1026  00:00:34   1.0677e+00     16  EP      6.2832e-01   3.1416e-02
