
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   3.4998e-02      1  EP      1.7223e-02   2.5133e-02
    1  00:00:00   3.4998e-02      2  SN      1.7223e-02   2.5133e-02
    1  00:00:00   3.4963e-02      3  FP      1.7176e-02   2.5133e-02
   13  00:00:00   3.8256e-02      4  SN      1.8772e-02   2.5133e-02
   13  00:00:00   3.8256e-02      5  BP      1.8772e-02   2.5133e-02
  101  00:00:01   1.1623e-01      6  SN      5.6412e-02   2.5133e-02
  101  00:00:01   1.1623e-01      7  BP      5.6412e-02   2.5133e-02
  634  00:00:04   6.4766e-01      8  UZ      3.1416e-01   2.5133e-02
 1282  00:00:08   1.2953e+00      9  EP      6.2832e-01   2.5133e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:08   3.4998e-02     10  EP      1.7223e-02   2.5133e-02
    1  00:00:08   3.4998e-02     11  BP      1.7223e-02   2.5133e-02
    1  00:00:08   3.5052e-02     12  FP      1.7262e-02   2.5133e-02
    2  00:00:09   3.5052e-02     13  SN      1.7262e-02   2.5133e-02
    2  00:00:09   3.5069e-02     14  FP      1.7254e-02   2.5133e-02
   12  00:00:09   3.8256e-02     15  SN      1.8772e-02   2.5133e-02
   12  00:00:09   3.8256e-02     16  BP      1.8772e-02   2.5133e-02
  100  00:00:10   1.1622e-01     17  SN      5.6411e-02   2.5133e-02
  100  00:00:10   1.1622e-01     18  BP      5.6411e-02   2.5133e-02
  634  00:00:13   6.4766e-01     19  UZ      3.1416e-01   2.5133e-02
 1282  00:00:18   1.2953e+00     20  EP      6.2832e-01   2.5133e-02
