
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   8.1568e-02      1  EP      4.8600e-02   3.1416e-02
    1  00:00:00   8.1568e-02      2  BP      4.8600e-02   3.1416e-02
    2  00:00:00   8.1529e-02      3  SN      4.8581e-02   3.1416e-02
    2  00:00:00   8.1515e-02      4  FP      4.8575e-02   3.1416e-02
  882  00:00:03   5.0869e-01      5  UZ      3.1416e-01   3.1416e-02
 1136  00:00:05   6.3546e-01      6  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:05   8.1568e-02      7  EP      4.8600e-02   3.1416e-02
    1  00:00:05   8.1568e-02      8  SN      4.8600e-02   3.1416e-02
  963  00:00:09   5.4713e-01      9  UZ      3.1416e-01   3.1416e-02
 1238  00:00:11   6.8409e-01     10  EP      3.9270e-01   3.1416e-02
