
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   1.0926e-01      1  EP      6.9537e-02   3.1416e-02
    1  00:00:00   1.0926e-01      2  SN      6.9537e-02   3.1416e-02
    1  00:00:00   1.0908e-01      3  FP      6.9415e-02   3.1416e-02
  390  00:00:01   4.8376e-01      4  UZ      3.1416e-01   3.1416e-02
  873  00:00:03   9.6609e-01      5  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:03   1.0926e-01      6  EP      6.9537e-02   3.1416e-02
    1  00:00:03   1.0944e-01      7  FP      6.9659e-02   3.1416e-02
    4  00:00:04   1.0905e-01      8  SN      6.9440e-02   3.1416e-02
    4  00:00:04   1.0861e-01      9  FP      6.9153e-02   3.1416e-02
  382  00:00:05   4.7273e-01     10  UZ      3.1416e-01   3.1416e-02
  854  00:00:07   9.4337e-01     11  EP      6.2832e-01   3.1416e-02
