
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.5851e-02      1  EP      2.3615e-02   3.1416e-02
    1  00:00:00   4.5851e-02      2  HB      2.3615e-02   3.1416e-02
    1  00:00:00   4.5851e-02      3  BP      2.3615e-02   3.1416e-02
    1  00:00:00   4.5776e-02      4  FP      2.3540e-02   3.1416e-02
  223  00:00:01   2.4918e-01      5  UZ      1.5708e-01   3.1416e-02
  472  00:00:04   4.9708e-01      6  UZ      3.1416e-01   3.1416e-02
  721  00:00:06   7.4532e-01      7  UZ      4.7124e-01   3.1416e-02
  969  00:00:08   9.9363e-01      8  UZ      6.2832e-01   3.1416e-02
 1082  00:00:09   1.1069e+00      9  EP      7.0000e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:09   4.5851e-02     10  EP      2.3615e-02   3.1416e-02
    1  00:00:09   4.5851e-02     11  BP      2.3615e-02   3.1416e-02
    1  00:00:09   4.6009e-02     12  FP      2.3758e-02   3.1416e-02
    2  00:00:09   4.6008e-02     13  BP      2.3753e-02   3.1416e-02
    2  00:00:09   4.6008e-02     14  FP      2.3749e-02   3.1416e-02
  223  00:00:11   2.4918e-01     15  UZ      1.5708e-01   3.1416e-02
  472  00:00:14   4.9708e-01     16  UZ      3.1416e-01   3.1416e-02
  720  00:00:16   7.4532e-01     17  UZ      4.7124e-01   3.1416e-02
  969  00:00:18   9.9363e-01     18  UZ      6.2832e-01   3.1416e-02
 1082  00:00:20   1.1069e+00     19  EP      7.0000e-01   3.1416e-02
