
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   6.8905e-02      1  EP      4.1099e-02   3.1416e-02
    1  00:00:00   6.8905e-02      2  SN      4.1099e-02   3.1416e-02
    1  00:00:00   6.8905e-02      3  BP      4.1099e-02   3.1416e-02
    1  00:00:00   6.8843e-02      4  FP      4.1054e-02   3.1416e-02
  120  00:00:00   1.5530e-01      5  UZ      7.8540e-02   3.1416e-02
  285  00:00:02   3.1780e-01      6  UZ      1.5708e-01   3.1416e-02
  446  00:00:02   4.7753e-01      7  UZ      2.3562e-01   3.1416e-02
  765  00:00:04   7.9616e-01      8  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:04   6.8905e-02      9  EP      4.1099e-02   3.1416e-02
    1  00:00:04   6.8943e-02     10  FP      4.1123e-02   3.1416e-02
    5  00:00:04   6.8862e-02     11  SN      4.1040e-02   3.1416e-02
    5  00:00:04   6.8883e-02     12  FP      4.1038e-02   3.1416e-02
  121  00:00:05   1.5531e-01     13  UZ      7.8540e-02   3.1416e-02
  286  00:00:07   3.1780e-01     14  UZ      1.5708e-01   3.1416e-02
  446  00:00:08   4.7754e-01     15  UZ      2.3562e-01   3.1416e-02
  765  00:00:09   7.9616e-01     16  EP      3.9270e-01   3.1416e-02
