
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.6041e-02      1  EP      2.3800e-02   3.1416e-02
    1  00:00:00   4.6041e-02      2  SN      2.3800e-02   3.1416e-02
    1  00:00:00   4.6039e-02      3  FP      2.3797e-02   3.1416e-02
 3669  00:00:18   9.3722e-01      4  UZ      4.7124e-01   3.1416e-02
 5000  00:00:27   1.2699e+00      5  EP      6.3860e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:27   4.6041e-02      6  EP      2.3800e-02   3.1416e-02
    1  00:00:27   4.6041e-02      7  BP      2.3800e-02   3.1416e-02
    1  00:00:28   4.6044e-02      8  FP      2.3802e-02   3.1416e-02
    2  00:00:29   4.6044e-02      9  SN      2.3802e-02   3.1416e-02
    2  00:00:29   4.6045e-02     10  FP      2.3801e-02   3.1416e-02
 3669  00:00:53   9.3722e-01     11  UZ      4.7124e-01   3.1416e-02
 5000  00:01:05   1.2699e+00     12  EP      6.3860e-01   3.1416e-02
