
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   1.1087e-01      1  EP      7.4227e-02   3.1416e-02
    1  00:00:00   1.1087e-01      2  SN      7.4227e-02   3.1416e-02
    1  00:00:00   1.1079e-01      3  FP      7.4166e-02   3.1416e-02
    2  00:00:00   1.1096e-01      4  SN      7.4278e-02   3.1416e-02
    2  00:00:00   1.1098e-01      5  FP      7.4296e-02   3.1416e-02
   21  00:00:00   1.1354e-01      6  SN      7.5084e-02   3.1416e-02
   21  00:00:00   1.1355e-01      7  FP      7.5083e-02   3.1416e-02
  403  00:00:02   4.7976e-01      8  UZ      3.1416e-01   3.1416e-02
  882  00:00:05   9.5765e-01      9  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:05   1.1087e-01     10  EP      7.4227e-02   3.1416e-02
    1  00:00:05   1.1087e-01     11  BP      7.4227e-02   3.1416e-02
    1  00:00:05   1.1373e-01     12  FP      7.6263e-02   3.1416e-02
   22  00:00:05   1.1306e-01     13  SN      7.4961e-02   3.1416e-02
   22  00:00:05   1.1303e-01     14  FP      7.4935e-02   3.1416e-02
  404  00:00:07   4.7967e-01     15  UZ      3.1416e-01   3.1416e-02
  883  00:00:09   9.5756e-01     16  EP      6.2832e-01   3.1416e-02
