
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   8.0514e-02      1  EP      5.2419e-02   3.1416e-02
    1  00:00:00   8.0514e-02      2  SN      5.2419e-02   3.1416e-02
    1  00:00:00   8.0439e-02      3  FP      5.2360e-02   3.1416e-02
   16  00:00:00   8.6689e-02      4  SN      5.6668e-02   3.1416e-02
   16  00:00:00   8.6647e-02      5  BP      5.6625e-02   3.1416e-02
   52  00:00:00   1.1844e-01      6  UZ      7.8540e-02   3.1416e-02
  171  00:00:00   2.3442e-01      7  UZ      1.5708e-01   3.1416e-02
  288  00:00:01   3.5105e-01      8  UZ      2.3562e-01   3.1416e-02
  406  00:00:02   4.6781e-01      9  UZ      3.1416e-01   3.1416e-02
  523  00:00:03   5.8462e-01     10  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:03   8.0514e-02     11  EP      5.2419e-02   3.1416e-02
    1  00:00:03   8.0514e-02     12  BP      5.2419e-02   3.1416e-02
    1  00:00:03   8.0661e-02     13  FP      5.2528e-02   3.1416e-02
    2  00:00:03   8.0661e-02     14  SN      5.2528e-02   3.1416e-02
    2  00:00:03   8.0657e-02     15  FP      5.2520e-02   3.1416e-02
   16  00:00:03   8.6696e-02     16  SN      5.6670e-02   3.1416e-02
   16  00:00:03   8.6668e-02     17  BP      5.6640e-02   3.1416e-02
   52  00:00:03   1.1843e-01     18  UZ      7.8540e-02   3.1416e-02
  171  00:00:04   2.3442e-01     19  UZ      1.5708e-01   3.1416e-02
  288  00:00:04   3.5105e-01     20  UZ      2.3562e-01   3.1416e-02
  405  00:00:05   4.6781e-01     21  UZ      3.1416e-01   3.1416e-02
  522  00:00:05   5.8462e-01     22  EP      3.9270e-01   3.1416e-02
