
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   1.5158e-01      1  EP      8.5255e-02   3.1416e-02
   17  00:00:00   1.3929e-01      2  UZ      7.8540e-02   3.1416e-02
   30  00:00:00   1.2816e-01      3  SN      7.2373e-02   3.1416e-02
   30  00:00:00   1.2816e-01      4  BP      7.2373e-02   3.1416e-02
   55  00:00:00   1.1763e-01      5  FP      6.6019e-02   3.1416e-02
   55  00:00:00   1.1824e-01      6  SN      6.6357e-02   3.1416e-02
   95  00:00:00   1.4391e-01      7  UZ      7.8539e-02   3.1416e-02
  251  00:00:01   2.9520e-01      8  UZ      1.5708e-01   3.1416e-02
  401  00:00:02   4.4449e-01      9  UZ      2.3562e-01   3.1416e-02
  550  00:00:02   5.9341e-01     10  UZ      3.1416e-01   3.1416e-02
  699  00:00:04   7.4219e-01     11  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:04   1.5158e-01     12  EP      8.5255e-02   3.1416e-02
    1  00:00:04   1.5204e-01     13  BP      8.5508e-02   3.1416e-02
    1  00:00:04   1.5205e-01     14  SN      8.5514e-02   3.1416e-02
   52  00:00:05   1.9915e-01     15  HB      1.1130e-01   3.1416e-02
  137  00:00:05   2.8248e-01     16  UZ      1.5708e-01   3.1416e-02
  280  00:00:06   4.2491e-01     17  UZ      2.3562e-01   3.1416e-02
  423  00:00:06   5.6708e-01     18  UZ      3.1416e-01   3.1416e-02
  565  00:00:07   7.0917e-01     19  EP      3.9270e-01   3.1416e-02
