
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   8.1996e-02      1  EP      4.1436e-02   3.1416e-02
    1  00:00:00   8.1996e-02      2  BP      4.1436e-02   3.1416e-02
   34  00:00:00   5.7483e-02      3  SN      3.0554e-02   3.1416e-02
   34  00:00:00   5.7483e-02      4  BP      3.0554e-02   3.1416e-02
   69  00:00:00   4.0595e-02      5  SN      1.8166e-02   3.1416e-02
   69  00:00:00   4.0575e-02      6  FP      1.8143e-02   3.1416e-02
  209  00:00:01   1.5814e-01      7  UZ      7.8540e-02   3.1416e-02
  367  00:00:02   3.1469e-01      8  UZ      1.5708e-01   3.1416e-02
  525  00:00:03   4.7159e-01      9  UZ      2.3562e-01   3.1416e-02
  682  00:00:04   6.2858e-01     10  UZ      3.1416e-01   3.1416e-02
  839  00:00:05   7.8561e-01     11  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:05   8.1996e-02     12  EP      4.1436e-02   3.1416e-02
   86  00:00:05   1.6105e-01     13  UZ      7.8540e-02   3.1416e-02
  250  00:00:06   3.2370e-01     14  UZ      1.5708e-01   3.1416e-02
  413  00:00:06   4.8570e-01     15  UZ      2.3562e-01   3.1416e-02
  575  00:00:07   6.4764e-01     16  UZ      3.1416e-01   3.1416e-02
  737  00:00:09   8.0956e-01     17  EP      3.9270e-01   3.1416e-02
