
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.8314e-01      1  EP      2.5955e-01   3.1416e-01
    1  00:00:00   4.8314e-01      2  SN      2.5955e-01   3.1416e-01
    1  00:00:00   4.8309e-01      3  FP      2.5950e-01   3.1416e-01
   15  00:00:00   5.2798e-01      4  SN      2.8389e-01   3.1416e-01
   15  00:00:00   5.2798e-01      5  BP      2.8389e-01   3.1416e-01
   34  00:00:00   6.5849e-01      6  UZ      3.5000e-01   3.1416e-01
   70  00:00:01   9.6821e-01      7  EP      5.0000e-01   3.1416e-01

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:01   4.8314e-01      8  EP      2.5955e-01   3.1416e-01
    1  00:00:01   4.8314e-01      9  BP      2.5955e-01   3.1416e-01
    1  00:00:01   4.8370e-01     10  FP      2.5997e-01   3.1416e-01
    2  00:00:02   4.8370e-01     11  SN      2.5997e-01   3.1416e-01
    2  00:00:02   4.8379e-01     12  FP      2.5988e-01   3.1416e-01
   15  00:00:02   5.2798e-01     13  BP      2.8389e-01   3.1416e-01
   15  00:00:02   5.2798e-01     14  SN      2.8389e-01   3.1416e-01
   34  00:00:02   6.5849e-01     15  UZ      3.5000e-01   3.1416e-01
   70  00:00:04   9.6822e-01     16  EP      5.0000e-01   3.1416e-01
