
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   5.2616e-02      1  EP      2.9846e-02   3.1416e-02
    1  00:00:00   5.2616e-02      2  SN      2.9846e-02   3.1416e-02
    1  00:00:00   5.2611e-02      3  FP      2.9840e-02   3.1416e-02
 1160  00:00:05   5.9736e-01      4  UZ      3.1416e-01   3.1416e-02
 1458  00:00:07   7.4617e-01      5  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:07   5.2616e-02      6  EP      2.9846e-02   3.1416e-02
    1  00:00:07   5.2616e-02      7  BP      2.9846e-02   3.1416e-02
    1  00:00:07   5.2625e-02      8  FP      2.9851e-02   3.1416e-02
    2  00:00:07   5.2625e-02      9  SN      2.9851e-02   3.1416e-02
    2  00:00:07   5.2628e-02     10  FP      2.9850e-02   3.1416e-02
 1160  00:00:12   5.9736e-01     11  UZ      3.1416e-01   3.1416e-02
 1458  00:00:14   7.4617e-01     12  EP      3.9270e-01   3.1416e-02
