
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.4763e-01      1  EP      2.2547e-01   3.1416e-01
    1  00:00:00   4.4763e-01      2  SN      2.2547e-01   3.1416e-01
    1  00:00:00   4.4755e-01      3  FP      2.2538e-01   3.1416e-01
   13  00:00:02   4.8558e-01      4  UZ      2.5000e-01   3.1416e-01
   72  00:00:08   9.6951e-01      5  EP      5.0000e-01   3.1416e-01

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:09   4.4763e-01      6  EP      2.2547e-01   3.1416e-01
    1  00:00:09   4.4763e-01      7  BP      2.2547e-01   3.1416e-01
    1  00:00:09   4.4852e-01      8  FP      2.2625e-01   3.1416e-01
    2  00:00:10   4.4852e-01      9  SN      2.2625e-01   3.1416e-01
    2  00:00:10   4.4856e-01     10  FP      2.2615e-01   3.1416e-01
   13  00:00:11   4.8558e-01     11  UZ      2.5000e-01   3.1416e-01
   73  00:00:17   9.6951e-01     12  EP      5.0000e-01   3.1416e-01
