
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.0558e-02      1  EP      1.8138e-02   3.1416e-02
    1  00:00:00   4.0558e-02      2  SN      1.8138e-02   3.1416e-02
    1  00:00:00   4.0520e-02      3  FP      1.8093e-02   3.1416e-02
  528  00:00:02   5.4475e-01      4  UZ      3.1416e-01   3.1416e-02
 1072  00:00:05   1.0886e+00      5  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:05   4.0558e-02      6  EP      1.8138e-02   3.1416e-02
    1  00:00:05   4.0558e-02      7  BP      1.8138e-02   3.1416e-02
    1  00:00:05   4.0643e-02      8  FP      1.8220e-02   3.1416e-02
    2  00:00:05   4.0644e-02      9  SN      1.8220e-02   3.1416e-02
    2  00:00:05   4.0650e-02     10  FP      1.8211e-02   3.1416e-02
  527  00:00:08   5.4475e-01     11  UZ      3.1416e-01   3.1416e-02
 1071  00:00:10   1.0886e+00     12  EP      6.2832e-01   3.1416e-02
