
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   6.3412e-02      1  EP      3.8950e-02   3.1416e-02
    1  00:00:00   6.3412e-02      2  SN      3.8950e-02   3.1416e-02
    1  00:00:00   6.3373e-02      3  FP      3.8914e-02   3.1416e-02
   84  00:00:00   1.2486e-01      4  HB      7.1137e-02   3.1416e-02
   98  00:00:00   1.3857e-01      5  UZ      7.8540e-02   3.1416e-02
  244  00:00:01   2.8204e-01      6  UZ      1.5708e-01   3.1416e-02
  387  00:00:02   4.2440e-01      7  UZ      2.3562e-01   3.1416e-02
  529  00:00:02   5.6649e-01      8  UZ      3.1416e-01   3.1416e-02
  671  00:00:03   7.0848e-01      9  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:03   6.3412e-02     10  EP      3.8950e-02   3.1416e-02
    1  00:00:03   6.3412e-02     11  BP      3.8950e-02   3.1416e-02
    1  00:00:03   6.3457e-02     12  FP      3.8980e-02   3.1416e-02
    2  00:00:04   6.3457e-02     13  SN      3.8980e-02   3.1416e-02
    2  00:00:04   6.3463e-02     14  FP      3.8973e-02   3.1416e-02
   83  00:00:04   1.2485e-01     15  HB      7.1136e-02   3.1416e-02
   98  00:00:04   1.3857e-01     16  UZ      7.8540e-02   3.1416e-02
  243  00:00:06   2.8204e-01     17  UZ      1.5708e-01   3.1416e-02
  386  00:00:07   4.2440e-01     18  UZ      2.3562e-01   3.1416e-02
  529  00:00:09   5.6649e-01     19  UZ      3.1416e-01   3.1416e-02
  671  00:00:10   7.0848e-01     20  EP      3.9270e-01   3.1416e-02
