
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   5.3156e-02      1  EP      3.0320e-02   3.1416e-02
    1  00:00:00   5.3156e-02      2  BP      3.0320e-02   3.1416e-02
    1  00:00:00   5.2733e-02      3  FP      2.9942e-02   3.1416e-02
    9  00:00:00   5.8523e-02      4  SN      3.3244e-02   3.1416e-02
    9  00:00:00   5.8523e-02      5  BP      3.3244e-02   3.1416e-02
   70  00:00:00   5.4948e-01      6  UZ      3.1416e-01   3.1416e-02
  125  00:00:01   1.1006e+00      7  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:01   5.3156e-02      8  EP      3.0320e-02   3.1416e-02
    1  00:00:01   5.3156e-02      9  BP      3.0320e-02   3.1416e-02
    1  00:00:01   5.3596e-02     10  FP      3.0699e-02   3.1416e-02
    2  00:00:01   5.3224e-02     11  BP      3.0359e-02   3.1416e-02
    2  00:00:01   5.3205e-02     12  FP      3.0339e-02   3.1416e-02
    9  00:00:01   5.8524e-02     13  SN      3.3246e-02   3.1416e-02
    9  00:00:02   5.8524e-02     14  BP      3.3246e-02   3.1416e-02
   70  00:00:02   5.4948e-01     15  UZ      3.1416e-01   3.1416e-02
  125  00:00:03   1.1006e+00     16  EP      6.2832e-01   3.1416e-02
