
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   7.0787e-02      1  EP      4.4855e-02   3.1416e-02
    1  00:00:00   7.0787e-02      2  SN      4.4855e-02   3.1416e-02
    1  00:00:00   7.0751e-02      3  FP      4.4825e-02   3.1416e-02
  887  00:00:04   4.9651e-01      4  UZ      3.1416e-01   3.1416e-02
 1136  00:00:05   6.2073e-01      5  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:05   7.0787e-02      6  EP      4.4855e-02   3.1416e-02
    1  00:00:06   7.0787e-02      7  BP      4.4855e-02   3.1416e-02
    1  00:00:06   7.0822e-02      8  FP      4.4881e-02   3.1416e-02
    2  00:00:06   7.0822e-02      9  SN      4.4881e-02   3.1416e-02
    2  00:00:06   7.0818e-02     10  FP      4.4875e-02   3.1416e-02
  887  00:00:10   4.9651e-01     11  UZ      3.1416e-01   3.1416e-02
 1136  00:00:12   6.2073e-01     12  EP      3.9270e-01   3.1416e-02
