82.08
82.36
82.34
82.24
82.26
82.16
82.25
82.03
82.17
82.30
82.18
82.10
82.26
82.17
82.04
82.15
82.21
82.09
82.06
82.20
82.28
82.22
82.24
82.22
82.21
82.21
82.27
82.29
82.23
82.30
82.23
82.27
82.20
82.26
82.17
82.11
82.21
82.27
82.28
82.26
82.19
82.30
82.57
82.25
82.29
82.23
82.32
82.20
82.29
82.25
82.35
82.24
82.76
82.42
82.21
82.51
82.19
82.21
82.19
82.24
82.52
82.23
82.15
82.04
82.31
82.25
