
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.4965e-02      1  EP      2.2747e-02   3.1416e-02
    1  00:00:00   4.4965e-02      2  SN      2.2747e-02   3.1416e-02
    1  00:00:00   4.4928e-02      3  FP      2.2709e-02   3.1416e-02
  852  00:00:03   8.7112e-01      4  UZ      4.7124e-01   3.1416e-02
 1375  00:00:06   1.3940e+00      5  EP      7.5398e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:06   4.4965e-02      6  EP      2.2747e-02   3.1416e-02
    1  00:00:06   4.4965e-02      7  BP      2.2747e-02   3.1416e-02
    1  00:00:07   4.5045e-02      8  FP      2.2816e-02   3.1416e-02
    2  00:00:07   4.5046e-02      9  SN      2.2816e-02   3.1416e-02
    2  00:00:07   4.5051e-02     10  FP      2.2805e-02   3.1416e-02
  851  00:00:11   8.7112e-01     11  UZ      4.7124e-01   3.1416e-02
 1374  00:00:13   1.3940e+00     12  EP      7.5398e-01   3.1416e-02
