
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   8.7704e-02      1  EP      5.1717e-02   3.1416e-02
    1  00:00:00   8.7704e-02      2  SN      5.1717e-02   3.1416e-02
    1  00:00:00   8.7583e-02      3  FP      5.1678e-02   3.1416e-02
    2  00:00:00   8.7754e-02      4  SN      5.1818e-02   3.1416e-02
    2  00:00:00   8.7605e-02      5  FP      5.1737e-02   3.1416e-02
    3  00:00:00   8.7553e-02      6  SN      5.1734e-02   3.1416e-02
    3  00:00:00   8.7534e-02      7  FP      5.1733e-02   3.1416e-02
 1812  00:00:08   9.5835e-01      8  UZ      5.4271e-01   3.1416e-02
 2115  00:00:10   1.1099e+00      9  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:10   8.7704e-02     10  EP      5.1717e-02   3.1416e-02
    1  00:00:10   8.7704e-02     11  BP      5.1717e-02   3.1416e-02
    1  00:00:10   8.7826e-02     12  FP      5.1756e-02   3.1416e-02
    2  00:00:10   8.7803e-02     13  SN      5.1708e-02   3.1416e-02
    2  00:00:10   8.7803e-02     14  FP      5.1695e-02   3.1416e-02
 1885  00:00:19   1.0060e+00     15  UZ      5.4271e-01   3.1416e-02
 2202  00:00:21   1.1649e+00     16  EP      6.2832e-01   3.1416e-02
