
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.0558e-02      1  EP      1.8138e-02   3.1416e-02
    1  00:00:00   4.0558e-02      2  SN      1.8138e-02   3.1416e-02
    1  00:00:00   4.0248e-02      3  FP      1.7780e-02   3.1416e-02
   27  00:00:00   2.0094e-01      4  UZ      1.0000e-01   3.1416e-02
   47  00:00:00   4.0042e-01      5  EP      2.0000e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.0558e-02      6  EP      1.8138e-02   3.1416e-02
    1  00:00:00   4.0558e-02      7  BP      1.8138e-02   3.1416e-02
    1  00:00:00   4.0889e-02      8  FP      1.8497e-02   3.1416e-02
    2  00:00:00   4.0667e-02      9  SN      1.8230e-02   3.1416e-02
    2  00:00:00   4.0618e-02     10  FP      1.8164e-02   3.1416e-02
   27  00:00:00   2.0094e-01     11  UZ      1.0000e-01   3.1416e-02
   47  00:00:00   4.0042e-01     12  EP      2.0000e-01   3.1416e-02
