
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.1357e-02      1  EP      1.9019e-02   3.1416e-02
    1  00:00:00   4.1357e-02      2  SN      1.9019e-02   3.1416e-02
    1  00:00:00   4.1318e-02      3  FP      1.8968e-02   3.1416e-02
  597  00:00:02   6.1330e-01      4  UZ      3.1416e-01   3.1416e-02
 1210  00:00:05   1.2262e+00      5  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:05   4.1357e-02      6  EP      1.9019e-02   3.1416e-02
    1  00:00:05   4.1357e-02      7  BP      1.9019e-02   3.1416e-02
    1  00:00:05   4.1409e-02      8  FP      1.9062e-02   3.1416e-02
    2  00:00:05   4.1409e-02      9  SN      1.9062e-02   3.1416e-02
    2  00:00:05   4.1422e-02     10  FP      1.9053e-02   3.1416e-02
  597  00:00:07   6.1330e-01     11  UZ      3.1416e-01   3.1416e-02
 1210  00:00:10   1.2262e+00     12  EP      6.2832e-01   3.1416e-02
