
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   8.2523e-02      1  EP      4.9733e-02   3.1416e-02
   26  00:00:00   7.2660e-02      2  SN      4.3361e-02   3.1416e-02
   26  00:00:00   7.1430e-02      3  FP      4.2499e-02   3.1416e-02
  108  00:00:01   1.3830e-01      4  UZ      7.8540e-02   3.1416e-02
  250  00:00:01   2.7744e-01      5  UZ      1.5708e-01   3.1416e-02
  389  00:00:02   4.1593e-01      6  UZ      2.3562e-01   3.1416e-02
  528  00:00:02   5.5439e-01      7  UZ      3.1416e-01   3.1416e-02
  667  00:00:03   6.9288e-01      8  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:03   8.2523e-02      9  EP      4.9733e-02   3.1416e-02
   58  00:00:03   1.3125e-01     10  UZ      7.8540e-02   3.1416e-02
  193  00:00:04   2.6389e-01     11  UZ      1.5708e-01   3.1416e-02
  326  00:00:04   3.9631e-01     12  UZ      2.3562e-01   3.1416e-02
  459  00:00:05   5.2863e-01     13  UZ      3.1416e-01   3.1416e-02
  591  00:00:06   6.6090e-01     14  EP      3.9270e-01   3.1416e-02
