
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.0022e-02      1  EP      1.7532e-02   3.1416e-02
    1  00:00:00   4.0022e-02      2  SN      1.7532e-02   3.1416e-02
    1  00:00:00   4.0016e-02      3  FP      1.7524e-02   3.1416e-02
  324  00:00:01   1.7758e-01      4  UZ      7.8540e-02   3.1416e-02
  682  00:00:02   3.5520e-01      5  UZ      1.5708e-01   3.1416e-02
 1038  00:00:03   5.3282e-01      6  UZ      2.3562e-01   3.1416e-02
 1584  00:00:06   8.0549e-01      7  UZ      3.5619e-01   3.1416e-02
 2816  00:00:11   1.4209e+00      8  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:11   4.0022e-02      9  EP      1.7532e-02   3.1416e-02
    1  00:00:11   4.0022e-02     10  BP      1.7532e-02   3.1416e-02
    1  00:00:11   4.0031e-02     11  FP      1.7539e-02   3.1416e-02
    2  00:00:11   4.0031e-02     12  SN      1.7539e-02   3.1416e-02
    2  00:00:12   4.0035e-02     13  FP      1.7538e-02   3.1416e-02
  324  00:00:13   1.7758e-01     14  UZ      7.8540e-02   3.1416e-02
  682  00:00:15   3.5520e-01     15  UZ      1.5708e-01   3.1416e-02
 1038  00:00:16   5.3282e-01     16  UZ      2.3562e-01   3.1416e-02
 1584  00:00:19   8.0549e-01     17  UZ      3.5619e-01   3.1416e-02
 2816  00:00:25   1.4209e+00     18  EP      6.2832e-01   3.1416e-02
