
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   6.0344e-02      1  EP      3.1230e-02   3.1416e-02
    1  00:00:00   6.0344e-02      2  SN      3.1230e-02   3.1416e-02
    1  00:00:00   6.0217e-02      3  FP      3.1172e-02   3.1416e-02
  111  00:00:01   1.4707e-01      4  UZ      7.8540e-02   3.1416e-02
  260  00:00:02   2.9389e-01      5  UZ      1.5708e-01   3.1416e-02
  408  00:00:02   4.4081e-01      6  UZ      2.3562e-01   3.1416e-02
  555  00:00:03   5.8774e-01      7  UZ      3.1416e-01   3.1416e-02
  702  00:00:04   7.3467e-01      8  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:04   6.0344e-02      9  EP      3.1230e-02   3.1416e-02
    1  00:00:04   6.0344e-02     10  BP      3.1230e-02   3.1416e-02
    1  00:00:04   6.0576e-02     11  SN      3.1333e-02   3.1416e-02
  116  00:00:05   1.4708e-01     12  UZ      7.8540e-02   3.1416e-02
  265  00:00:06   2.9389e-01     13  UZ      1.5708e-01   3.1416e-02
  412  00:00:07   4.4081e-01     14  UZ      2.3562e-01   3.1416e-02
  560  00:00:07   5.8774e-01     15  UZ      3.1416e-01   3.1416e-02
  707  00:00:08   7.3467e-01     16  EP      3.9270e-01   3.1416e-02
