
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   6.5929e-02      1  EP      3.5741e-02   3.1416e-02
    7  00:00:00   6.4429e-02      2  SN      3.5353e-02   3.1416e-02
    7  00:00:00   6.4340e-02      3  FP      3.5344e-02   3.1416e-02
  996  00:00:08   1.0126e+00      4  UZ      4.7124e-01   3.1416e-02
 1605  00:00:14   1.6217e+00      5  EP      7.5398e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:14   6.5929e-02      6  EP      3.5741e-02   3.1416e-02
    2  00:00:14   6.6236e-02      7  FP      3.5827e-02   3.1416e-02
   34  00:00:14   5.4019e-02      8  FP      2.8431e-02   3.1416e-02
   70  00:00:15   6.6629e-02      9  FP      3.4780e-02   3.1416e-02
   81  00:00:15   6.2149e-02     10  FP      3.2667e-02   3.1416e-02
  181  00:00:16   1.4161e-01     11  FP      7.0115e-02   3.1416e-02
  232  00:00:17   1.1233e-01     12  SN      5.6197e-02   3.1416e-02
  232  00:00:17   1.1230e-01     13  FP      5.6191e-02   3.1416e-02
 1095  00:00:26   9.5678e-01     14  UZ      4.7124e-01   3.1416e-02
 1670  00:00:32   1.5313e+00     15  EP      7.5398e-01   3.1416e-02
