
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   1.7537e-01      1  EP      1.2200e-01   3.1416e-02
    1  00:00:00   1.7537e-01      2  SN      1.2200e-01   3.1416e-02
    1  00:00:00   1.7523e-01      3  FP      1.2190e-01   3.1416e-02
  289  00:00:01   4.5101e-01      4  UZ      3.1416e-01   3.1416e-02
  740  00:00:03   9.0186e-01      5  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:03   1.7537e-01      6  EP      1.2200e-01   3.1416e-02
    1  00:00:03   1.7537e-01      7  BP      1.2200e-01   3.1416e-02
    1  00:00:03   1.7551e-01      8  FP      1.2210e-01   3.1416e-02
    2  00:00:04   1.7549e-01      9  SN      1.2208e-01   3.1416e-02
    2  00:00:04   1.7543e-01     10  FP      1.2204e-01   3.1416e-02
  289  00:00:05   4.5101e-01     11  UZ      3.1416e-01   3.1416e-02
  740  00:00:08   9.0186e-01     12  EP      6.2832e-01   3.1416e-02
