
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   5.2867e-01      1  EP      3.0066e-01   3.1416e-01
    1  00:00:00   5.2867e-01      2  SN      3.0066e-01   3.1416e-01
    1  00:00:00   5.2859e-01      3  FP      3.0059e-01   3.1416e-01
   18  00:00:00   5.8920e-01      4  SN      3.3583e-01   3.1416e-01
   18  00:00:00   5.8920e-01      5  BP      3.3583e-01   3.1416e-01
   25  00:00:00   6.2118e-01      6  UZ      3.5000e-01   3.1416e-01
   37  00:00:01   6.8631e-01      7  SN      3.7597e-01   3.1416e-01
   37  00:00:01   6.8631e-01      8  BP      3.7597e-01   3.1416e-01
   49  00:00:01   7.7757e-01      9  SN      4.1367e-01   3.1416e-01
   49  00:00:01   7.7757e-01     10  BP      4.1367e-01   3.1416e-01
   76  00:00:02   9.9150e-01     11  EP      5.0000e-01   3.1416e-01

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:02   5.2867e-01     12  EP      3.0066e-01   3.1416e-01
    1  00:00:02   5.2867e-01     13  BP      3.0066e-01   3.1416e-01
    1  00:00:02   5.2881e-01     14  SN      3.0077e-01   3.1416e-01
   17  00:00:03   5.8920e-01     15  SN      3.3583e-01   3.1416e-01
   17  00:00:03   5.8920e-01     16  BP      3.3583e-01   3.1416e-01
   24  00:00:03   6.2117e-01     17  UZ      3.5000e-01   3.1416e-01
   36  00:00:03   6.8631e-01     18  SN      3.7597e-01   3.1416e-01
   36  00:00:03   6.8631e-01     19  BP      3.7597e-01   3.1416e-01
   49  00:00:04   7.7757e-01     20  SN      4.1367e-01   3.1416e-01
   49  00:00:04   7.7757e-01     21  BP      4.1367e-01   3.1416e-01
   76  00:00:04   9.9150e-01     22  EP      5.0000e-01   3.1416e-01
