
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   7.0980e-02      1  EP      3.7385e-02   3.1416e-02
    1  00:00:00   7.0980e-02      2  SN      3.7385e-02   3.1416e-02
    1  00:00:00   7.0862e-02      3  FP      3.7333e-02   3.1416e-02
    2  00:00:00   7.0888e-02      4  SN      3.7353e-02   3.1416e-02
    2  00:00:00   7.0917e-02      5  FP      3.7376e-02   3.1416e-02
   51  00:00:01   4.7908e-02      6  SN      2.3326e-02   3.1416e-02
   51  00:00:01   4.7910e-02      7  FP      2.3324e-02   3.1416e-02
  182  00:00:01   1.6180e-01      8  UZ      7.8540e-02   3.1416e-02
  346  00:00:02   3.2382e-01      9  UZ      1.5708e-01   3.1416e-02
  508  00:00:03   4.8574e-01     10  UZ      2.3562e-01   3.1416e-02
  670  00:00:04   6.4765e-01     11  UZ      3.1416e-01   3.1416e-02
  832  00:00:05   8.0957e-01     12  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:05   7.0980e-02     13  EP      3.7385e-02   3.1416e-02
    1  00:00:05   7.0980e-02     14  BP      3.7385e-02   3.1416e-02
    1  00:00:05   7.1104e-02     15  FP      3.7438e-02   3.1416e-02
   55  00:00:06   4.7638e-02     16  SN      2.3153e-02   3.1416e-02
   55  00:00:06   4.7603e-02     17  FP      2.3120e-02   3.1416e-02
  186  00:00:06   1.6180e-01     18  UZ      7.8540e-02   3.1416e-02
  350  00:00:07   3.2382e-01     19  UZ      1.5708e-01   3.1416e-02
  512  00:00:08   4.8574e-01     20  UZ      2.3562e-01   3.1416e-02
  674  00:00:09   6.4765e-01     21  UZ      3.1416e-01   3.1416e-02
  836  00:00:10   8.0957e-01     22  EP      3.9270e-01   3.1416e-02
