
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   3.3174e-02      1  EP      1.6513e-02   2.3562e-02
    1  00:00:00   3.3174e-02      2  SN      1.6513e-02   2.3562e-02
    1  00:00:00   3.3136e-02      3  FP      1.6472e-02   2.3562e-02
   11  00:00:00   3.5775e-02      4  SN      1.8101e-02   2.3562e-02
   11  00:00:00   3.5775e-02      5  BP      1.8101e-02   2.3562e-02
  552  00:00:02   5.6652e-01      6  UZ      3.1416e-01   2.3562e-02
 1119  00:00:05   1.1328e+00      7  EP      6.2832e-01   2.3562e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:05   3.3174e-02      8  EP      1.6513e-02   2.3562e-02
    1  00:00:05   3.3174e-02      9  BP      1.6513e-02   2.3562e-02
    1  00:00:05   3.3264e-02     10  FP      1.6588e-02   2.3562e-02
    2  00:00:05   3.3264e-02     11  SN      1.6588e-02   2.3562e-02
    2  00:00:05   3.3274e-02     12  FP      1.6578e-02   2.3562e-02
   10  00:00:05   3.5778e-02     13  SN      1.8103e-02   2.3562e-02
   10  00:00:06   3.5778e-02     14  BP      1.8103e-02   2.3562e-02
  552  00:00:08   5.6652e-01     15  UZ      3.1416e-01   2.3562e-02
 1118  00:00:11   1.1328e+00     16  EP      6.2832e-01   2.3562e-02
