
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.0558e-02      1  EP      1.8138e-02   3.1416e-02
    1  00:00:00   4.0558e-02      2  SN      1.8138e-02   3.1416e-02
    1  00:00:00   4.0523e-02      3  FP      1.8090e-02   3.1416e-02
  141  00:00:01   1.5815e-01      4  UZ      7.8540e-02   3.1416e-02
  299  00:00:02   3.1469e-01      5  UZ      1.5708e-01   3.1416e-02
  456  00:00:03   4.7159e-01      6  UZ      2.3562e-01   3.1416e-02
  614  00:00:05   6.2858e-01      7  UZ      3.1416e-01   3.1416e-02
  771  00:00:06   7.8561e-01      8  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:06   4.0558e-02      9  EP      1.8138e-02   3.1416e-02
    1  00:00:06   4.0558e-02     10  BP      1.8138e-02   3.1416e-02
    1  00:00:06   4.0607e-02     11  FP      1.8179e-02   3.1416e-02
    2  00:00:06   4.0607e-02     12  SN      1.8179e-02   3.1416e-02
    2  00:00:06   4.0621e-02     13  FP      1.8170e-02   3.1416e-02
  140  00:00:07   1.5815e-01     14  UZ      7.8540e-02   3.1416e-02
  298  00:00:07   3.1469e-01     15  UZ      1.5708e-01   3.1416e-02
  456  00:00:08   4.7159e-01     16  UZ      2.3562e-01   3.1416e-02
  613  00:00:09   6.2858e-01     17  UZ      3.1416e-01   3.1416e-02
  770  00:00:09   7.8561e-01     18  EP      3.9270e-01   3.1416e-02
