
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   5.8749e-02      1  EP      3.5104e-02   3.1416e-02
    1  00:00:00   5.8749e-02      2  SN      3.5104e-02   3.1416e-02
    1  00:00:00   5.8748e-02      3  FP      3.5103e-02   3.1416e-02
  425  00:00:01   8.3145e-02      4  SN      5.0441e-02   3.1416e-02
  425  00:00:01   8.3145e-02      5  BP      5.0441e-02   3.1416e-02
 1303  00:00:05   1.6466e-01      6  UZ      1.0000e-01   3.1416e-02
 2134  00:00:09   2.4662e-01      7  EP      1.5000e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:09   5.8749e-02      8  EP      3.5104e-02   3.1416e-02
    1  00:00:09   5.8749e-02      9  BP      3.5104e-02   3.1416e-02
    1  00:00:09   5.8751e-02     10  FP      3.5105e-02   3.1416e-02
    2  00:00:10   5.8751e-02     11  SN      3.5105e-02   3.1416e-02
    2  00:00:10   5.8750e-02     12  FP      3.5104e-02   3.1416e-02
  425  00:00:12   8.3145e-02     13  SN      5.0441e-02   3.1416e-02
  425  00:00:12   8.3145e-02     14  BP      5.0441e-02   3.1416e-02
 1303  00:00:16   1.6466e-01     15  UZ      1.0000e-01   3.1416e-02
 2134  00:00:20   2.4662e-01     16  EP      1.5000e-01   3.1416e-02
