
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.5624e-02      1  EP      2.3394e-02   3.1416e-02
    1  00:00:00   4.5624e-02      2  SN      2.3394e-02   3.1416e-02
    1  00:00:00   4.5619e-02      3  FP      2.3389e-02   3.1416e-02
 3380  00:00:15   8.6713e-01      4  UZ      4.7124e-01   3.1416e-02
 5000  00:00:28   1.2721e+00      5  EP      6.9125e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:28   4.5624e-02      6  EP      2.3394e-02   3.1416e-02
    1  00:00:28   4.5624e-02      7  BP      2.3394e-02   3.1416e-02
    1  00:00:29   4.5629e-02      8  FP      2.3398e-02   3.1416e-02
    2  00:00:29   4.5629e-02      9  SN      2.3398e-02   3.1416e-02
    2  00:00:29   4.5629e-02     10  FP      2.3397e-02   3.1416e-02
 3380  00:00:54   8.6713e-01     11  UZ      4.7124e-01   3.1416e-02
 5000  00:01:08   1.2721e+00     12  EP      6.9125e-01   3.1416e-02
