
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   7.4785e-02      1  EP      4.7989e-02   3.1416e-02
    1  00:00:00   7.4785e-02      2  HB      4.7989e-02   3.1416e-02
    1  00:00:00   7.4785e-02      3  BP      4.7989e-02   3.1416e-02
    1  00:00:00   7.4741e-02      4  FP      4.7954e-02   3.1416e-02
    2  00:00:00   7.4808e-02      5  SN      4.8002e-02   3.1416e-02
    2  00:00:00   7.4808e-02      6  BP      4.8002e-02   3.1416e-02
   58  00:00:00   1.1840e-01      7  UZ      7.8540e-02   3.1416e-02
  172  00:00:01   2.3033e-01      8  UZ      1.5708e-01   3.1416e-02
  287  00:00:02   3.4374e-01      9  UZ      2.3562e-01   3.1416e-02
  515  00:00:03   5.7141e-01     10  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:03   7.4785e-02     11  EP      4.7989e-02   3.1416e-02
    1  00:00:03   7.4785e-02     12  BP      4.7989e-02   3.1416e-02
    1  00:00:03   7.4874e-02     13  FP      4.8053e-02   3.1416e-02
    2  00:00:03   7.4874e-02     14  SN      4.8053e-02   3.1416e-02
    2  00:00:03   7.4870e-02     15  FP      4.8042e-02   3.1416e-02
   57  00:00:03   1.1840e-01     16  UZ      7.8540e-02   3.1416e-02
  172  00:00:05   2.3033e-01     17  UZ      1.5708e-01   3.1416e-02
  286  00:00:06   3.4374e-01     18  UZ      2.3562e-01   3.1416e-02
  514  00:00:07   5.7141e-01     19  EP      3.9270e-01   3.1416e-02
