
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   5.4414e-02      1  EP      3.1416e-02   3.1416e-02
    1  00:00:00   5.4414e-02      2  BP      3.1416e-02   3.1416e-02
    1  00:00:00   5.4378e-02      3  FP      3.1380e-02   3.1416e-02
   18  00:00:00   5.9662e-02      4  SN      3.3967e-02   3.1416e-02
   18  00:00:00   5.9662e-02      5  BP      3.3967e-02   3.1416e-02
  858  00:00:11   8.8650e-01      6  UZ      4.7124e-01   3.1416e-02
 1154  00:00:16   1.1822e+00      7  EP      6.2832e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:16   5.4414e-02      8  EP      3.1416e-02   3.1416e-02
    1  00:00:16   5.4414e-02      9  BP      3.1416e-02   3.1416e-02
    1  00:00:17   5.4459e-02     10  FP      3.1447e-02   3.1416e-02
    2  00:00:17   5.4462e-02     11  BP      3.1443e-02   3.1416e-02
    2  00:00:18   5.4467e-02     12  FP      3.1440e-02   3.1416e-02
   17  00:00:18   5.9659e-02     13  SN      3.3965e-02   3.1416e-02
   17  00:00:19   5.9659e-02     14  BP      3.3965e-02   3.1416e-02
  858  00:00:32   8.8650e-01     15  UZ      4.7124e-01   3.1416e-02
 1154  00:00:37   1.1822e+00     16  EP      6.2832e-01   3.1416e-02
