
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.3748e-01      1  EP      2.1528e-01   3.1416e-01
    1  00:00:00   4.3748e-01      2  SN      2.1528e-01   3.1416e-01
    1  00:00:00   4.3717e-01      3  FP      2.1489e-01   3.1416e-01
   46  00:00:00   7.0886e-01      4  UZ      3.5000e-01   3.1416e-01
   79  00:00:00   1.0098e+00      5  EP      5.0000e-01   3.1416e-01

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   4.3748e-01      6  EP      2.1528e-01   3.1416e-01
    1  00:00:00   4.3748e-01      7  BP      2.1528e-01   3.1416e-01
    1  00:00:00   4.3792e-01      8  FP      2.1562e-01   3.1416e-01
    2  00:00:01   4.3792e-01      9  SN      2.1562e-01   3.1416e-01
    2  00:00:01   4.3806e-01     10  FP      2.1554e-01   3.1416e-01
   45  00:00:01   7.0886e-01     11  UZ      3.5000e-01   3.1416e-01
   78  00:00:02   1.0098e+00     12  EP      5.0000e-01   3.1416e-01
