
 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:00   8.1998e-02      1  EP      4.1437e-02   3.1416e-02
   34  00:00:00   5.7478e-02      2  SN      3.0552e-02   3.1416e-02
   34  00:00:00   5.7478e-02      3  BP      3.0552e-02   3.1416e-02
   69  00:00:00   4.0595e-02      4  SN      1.8166e-02   3.1416e-02
<<<<<<< HEAD
   69  00:00:00   4.0577e-02      5  FP      1.8146e-02   3.1416e-02
  209  00:00:02   1.5814e-01      6  UZ      7.8540e-02   3.1416e-02
  367  00:00:03   3.1469e-01      7  UZ      1.5708e-01   3.1416e-02
  525  00:00:04   4.7159e-01      8  UZ      2.3562e-01   3.1416e-02
  682  00:00:04   6.2858e-01      9  UZ      3.1416e-01   3.1416e-02
  839  00:00:05   7.8561e-01     10  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:05   8.1998e-02     11  EP      4.1437e-02   3.1416e-02
    1  00:00:05   8.1998e-02     12  BP      4.1437e-02   3.1416e-02
   86  00:00:06   1.6105e-01     13  UZ      7.8540e-02   3.1416e-02
  250  00:00:07   3.2370e-01     14  UZ      1.5708e-01   3.1416e-02
  413  00:00:08   4.8570e-01     15  UZ      2.3562e-01   3.1416e-02
  575  00:00:10   6.4764e-01     16  UZ      3.1416e-01   3.1416e-02
  737  00:00:11   8.0956e-01     17  EP      3.9270e-01   3.1416e-02
=======
   69  00:00:01   4.0577e-02      5  FP      1.8146e-02   3.1416e-02
  209  00:00:02   1.5814e-01      6  UZ      7.8540e-02   3.1416e-02
  367  00:00:04   3.1469e-01      7  UZ      1.5708e-01   3.1416e-02
  525  00:00:05   4.7159e-01      8  UZ      2.3562e-01   3.1416e-02
  682  00:00:07   6.2858e-01      9  UZ      3.1416e-01   3.1416e-02
  839  00:00:09   7.8561e-01     10  EP      3.9270e-01   3.1416e-02

 STEP      TIME        ||U||  LABEL  TYPE             b            t
    0  00:00:09   8.1998e-02     11  EP      4.1437e-02   3.1416e-02
    1  00:00:09   8.1998e-02     12  BP      4.1437e-02   3.1416e-02
   86  00:00:10   1.6105e-01     13  UZ      7.8540e-02   3.1416e-02
  250  00:00:12   3.2370e-01     14  UZ      1.5708e-01   3.1416e-02
  413  00:00:14   4.8570e-01     15  UZ      2.3562e-01   3.1416e-02
  575  00:00:16   6.4764e-01     16  UZ      3.1416e-01   3.1416e-02
  737  00:00:18   8.0956e-01     17  EP      3.9270e-01   3.1416e-02
>>>>>>> ef1fe7fabf82645bf453d1edd039ffd2641826d5
